"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","RearRight|""""|0.0|5.0|50","RearLeft|""""|0.0|5.0|50","FrontLeft|""""|0.0|5.0|50","FrontRight|""""|0.0|5.0|50","Battery|""Volts""|0.0|20.0|1",,"AccelX|""G""|-3.0|3.0|25","AccelY|""G""|-3.0|3.0|25","AccelZ|""G""|-3.0|3.0|25","Yaw|""Deg/Sec""|-120|120|25","Pitch|""Deg/Sec""|-120|120|25","Roll|""Deg/Sec""|-120|120|25","RPM|""RPM""|0|12500|50","TPS|""%""|0.0|100.0|50","InjectorPW|""ms""|0.0|100.0|25","Baro|""kPa""|0|105|1","MAP|""kPa""|0|255|25","AFR|""ratio""|0.0|20.0|25","IAT|""C""|-20|205|25","EngineTemp|""C""|0|200|1","OilPressure|""psi""|0.0|200.0|50","OilTemp|""F""|0|300|1","FuelTemp|""C""|0|1024|1","Latitude|""Degrees""|-180.0|180.0|10","Longitude|""Degrees""|-180.0|180.0|10","Speed|""mph""|0.0|150.0|10","Distance|""mi""|0.0|0.0|10","Altitude|""ft""|0.0|4000.0|10","GPSSats|""""|0|20|10","GPSQual|""""|0|5|10","GPSDOP|""""|0.0|20.0|10","LapCount|""""|0|0|10","LapTime|""Min""|0.0|0.0|10","Sector|""""|0|0|10","SectorTime|""Min""|0.0|0.0|10","PredTime|""Min""|0.0|0.0|10","ElapsedTime|""Min""|0.0|0.0|10","CurrentLap|""""|0|0|10"
71474,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6262,0,,,,,,,-23.98,,,,,,,,,,,,,,,,,
71494,1.52977E+12,0.85,1.34,0.77,0.62,,,0.51,-0.55,-1.07,24,0,2,6262,0,4.71,,0,12.36,29,,-23.98,,,,,,,,,,,,,,,,,
71514,1.52977E+12,0.84,1.31,0.77,0.6,,,,,,,,,6316,0,,,,,,,-23.98,,,,,,,,,,,,,,,,,
71534,1.52977E+12,0.85,1.34,0.77,0.61,,,0.55,-0.46,-1,24,1,2,6316,0,4.73,,0,12.19,29,,-24.08,,,,,,,,,,,,,,,,,
71554,1.52977E+12,0.84,1.33,0.77,0.61,,,,,,,,,6571,0,,,,,,,-24.08,,,40.846188,-96.768852,24.11,0.315,1198.8,10,3,1.5,0,0,-1,0,0,0,0
71574,1.52977E+12,0.85,1.33,0.77,0.61,,,0.44,-0.41,-0.96,25,1,2,6571,0,4.87,,0,12.67,29,,-24.08,,,,,,,,,,,,,,,,,
71594,1.52977E+12,0.85,1.33,0.78,0.61,,,,,,,,,6571,0,,,,,,,-24.08,,,,,,,,,,,,,,,,,
71614,1.52977E+12,0.85,1.33,0.78,0.61,,,0.53,-0.45,-0.92,24,1,1,6508,0,4.83,,0,12.2,29,,-24.08,,,,,,,,,,,,,,,,,
71634,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6508,0,,,,,,,-24.12,,,,,,,,,,,,,,,,,
71654,1.52977E+12,0.85,1.33,0.77,0.61,,,0.54,-0.38,-0.98,24,2,1,6465,0,4.81,,0,12.2,29,,-24.12,,,40.84618,-96.768852,23.31,0.316,1198.8,10,3,1.5,0,0,-1,0,0,0,0
71674,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6465,0,,,,,,,-24.12,,,,,,,,,,,,,,,,,
71694,1.52977E+12,0.85,1.34,0.77,0.61,,,0.56,-0.33,-1.03,24,1,0,6465,0,4.81,,0,11.73,29,,-24.12,,,,,,,,,,,,,,,,,
71714,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6448,0,,,,,,,-24.12,,,,,,,,,,,,,,,,,
71734,1.52977E+12,0.85,1.34,0.77,0.61,,,0.57,-0.32,-1.04,25,1,2,6448,0,4.8,,0,11.61,29,,-24.2,,,,,,,,,,,,,,,,,
71754,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6437,0,,,,,,,-24.2,,,40.846168,-96.768852,23.2,0.316,1198.7,10,3,1.5,0,0,-1,0,0,0,0
71774,1.52977E+12,0.84,1.34,0.75,0.61,,,0.51,-0.21,-0.99,26,2,1,6437,0,4.8,,0,11.38,29,,-24.2,,,,,,,,,,,,,,,,,
71794,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6437,0,,,,,,,-24.2,,,,,,,,,,,,,,,,,
71814,1.52977E+12,0.85,1.33,0.77,0.61,,,0.53,-0.25,-1.02,26,1,1,6313,0,4.73,,0,11.27,29,,-24.2,,,,,,,,,,,,,,,,,
71834,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6313,0,,,,,,,-24.23,,,,,,,,,,,,,,,,,
71854,1.52977E+12,0.85,1.33,0.77,0.61,,,0.51,-0.18,-1,27,0,-1,6125,0,4.63,,0,11.27,29,,-24.23,,,40.846161,-96.768852,23.05,0.317,1198.7,10,3,1.5,0,0,-1,0,0,0,0
71874,1.52977E+12,0.84,1.33,0.77,0.61,,,,,,,,,6125,0,,,,,,,-24.23,,,,,,,,,,,,,,,,,
71894,1.52977E+12,0.84,1.34,0.77,0.62,,,0.55,-0.12,-0.93,28,1,-1,6125,0,4.63,,0,11.27,29,,-24.23,,,,,,,,,,,,,,,,,
71914,1.52977E+12,0.84,1.34,0.77,0.62,,,,,,,,,6115,0,,,,,,,-24.23,,,,,,,,,,,,,,,,,
71934,1.52977E+12,0.85,1.34,0.77,0.61,,,0.58,-0.14,-0.97,29,0,-1,6115,0,4.63,,0,11.44,29,,-24.25,,,,,,,,,,,,,,,,,
71954,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6142,0,,,,,,,-24.25,,,40.846149,-96.768852,22.96,0.318,1198.7,10,3,1.5,0,0,-1,0,0,0,0
71974,1.52977E+12,0.85,1.33,0.77,0.61,,,0.71,-0.18,-0.89,29,0,-1,6142,0,4.64,,0,11.51,29,,-24.25,,,,,,,,,,,,,,,,,
71994,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6142,0,,,,,,,-24.25,,,,,,,,,,,,,,,,,
72014,1.52977E+12,0.85,1.33,0.77,0.61,,,0.79,-0.17,-1.09,29,0,-1,6094,0,4.62,,0,11.36,29,,-24.25,,,,,,,,,,,,,,,,,
72034,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6094,0,,,,,,,-24.35,,,,,,,,,,,,,,,,,
72054,1.52977E+12,0.85,1.33,0.78,0.61,14.58,,0.78,-0.13,-1.25,30,-1,0,6095,0,4.62,70,0,11.36,29,54,-24.35,55,22,40.846142,-96.768852,23.04,0.318,1198.6,10,3,1.5,0,0,-1,0,0,0,0
72074,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6095,0,,,,,,,-24.35,,,,,,,,,,,,,,,,,
72094,1.52977E+12,0.85,1.33,0.77,0.61,,,0.68,-0.06,-1.09,30,-2,1,6095,0,4.62,,0,11.32,29,,-24.35,,,,,,,,,,,,,,,,,
72114,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6072,0,,,,,,,-24.35,,,,,,,,,,,,,,,,,
72134,1.52977E+12,0.85,1.34,0.77,0.61,,,0.56,0,-0.94,30,-1,2,6072,0,4.61,,0,11.27,29,,-24.35,,,,,,,,,,,,,,,,,
72154,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6076,0,,,,,,,-24.35,,,40.846134,-96.768845,22.89,0.319,1198.5,10,3,1.5,0,0,-1,0,0,0,0
72174,1.52977E+12,0.85,1.34,0.77,0.61,,,0.53,-0.05,-0.84,31,0,1,6076,0,4.61,,0,11.23,29,,-24.35,,,,,,,,,,,,,,,,,
72194,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6076,0,,,,,,,-24.35,,,,,,,,,,,,,,,,,
72214,1.52977E+12,0.84,1.33,0.78,0.61,,,0.55,-0.13,-0.83,32,0,0,6137,0,4.63,,0,11.27,29,,-24.35,,,,,,,,,,,,,,,,,
72234,1.52977E+12,0.85,1.33,0.77,0.62,,,,,,,,,6137,0,,,,,,,-24.4,,,,,,,,,,,,,,,,,
72254,1.52977E+12,0.85,1.34,0.77,0.61,,,0.59,-0.22,-0.87,33,-1,2,6186,0,4.66,,0,11.27,29,,-24.4,,,40.846127,-96.768845,22.74,0.32,1198.5,10,3,1.5,0,0,-1,0,0,0,0
72274,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6186,0,,,,,,,-24.4,,,,,,,,,,,,,,,,,
72294,1.52977E+12,0.85,1.33,0.77,0.61,,,0.61,-0.27,-0.99,32,-2,2,6186,0,4.66,,0,11.36,29,,-24.4,,,,,,,,,,,,,,,,,
72314,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6218,0,,,,,,,-24.4,,,,,,,,,,,,,,,,,
72334,1.52977E+12,0.84,1.34,0.77,0.61,,,0.6,-0.22,-0.98,32,-1,1,6218,0,4.69,,0,11.2,29,,-24.45,,,,,,,,,,,,,,,,,
72354,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6256,0,,,,,,,-24.45,,,40.846115,-96.768837,22.7,0.32,1198.4,10,3,1.5,0,0,-1,0,0,0,0
72374,1.52977E+12,0.85,1.33,0.77,0.61,,,0.59,-0.14,-0.89,31,0,2,6256,0,4.71,,0,11.11,29,,-24.45,,,,,,,,,,,,,,,,,
72394,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6256,0,,,,,,,-24.45,,,,,,,,,,,,,,,,,
72414,1.52977E+12,0.84,1.34,0.77,0.61,,,0.54,-0.16,-1.02,30,-1,2,6306,0,4.72,,0,11.16,29,,-24.45,,,,,,,,,,,,,,,,,
72434,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6306,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72454,1.52977E+12,0.85,1.34,0.77,0.61,,,0.55,-0.06,-0.97,30,-1,3,6208,0,4.7,,0,11.16,29,,-24.48,,,40.846108,-96.768829,22.51,0.321,1198.3,10,3,1.5,0,0,-1,0,0,0,0
72474,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6208,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72494,1.52977E+12,0.85,1.33,0.77,0.62,,,0.59,-0.09,-0.88,29,0,0,6208,0,4.7,,0,11.08,29,,-24.48,,,,,,,,,,,,,,,,,
72514,1.52977E+12,0.84,1.34,0.77,0.62,,,,,,,,,6024,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72534,1.52977E+12,0.84,1.34,0.77,0.61,,,0.69,-0.09,-0.77,29,0,0,6024,0,4.58,,0,11.11,29,,-24.48,,,,,,,,,,,,,,,,,
72554,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6046,0,,,,,,,-24.48,,,40.8461,-96.768829,22.59,0.322,1198.3,10,3,1.5,0,0,-1,0,0,0,0
72574,1.52977E+12,0.85,1.33,0.78,0.61,,,0.69,-0.11,-0.71,28,1,0,6046,0,4.59,,0,11.32,29,,-24.48,,,,,,,,,,,,,,,,,
72594,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6046,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72614,1.52977E+12,0.85,1.34,0.77,0.61,,,0.66,-0.13,-0.83,28,0,1,6132,0,4.64,,0,11.36,29,,-24.48,,,,,,,,,,,,,,,,,
72634,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6132,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72654,1.52977E+12,0.84,1.34,0.77,0.62,,,0.54,-0.11,-0.91,28,0,-1,6169,0,4.65,,0,11.36,29,,-24.48,,,40.846092,-96.768822,22.63,0.322,1198.1,10,3,1.5,0,0,-1,0,0,0,0
72674,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6169,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72694,1.52977E+12,0.85,1.33,0.77,0.61,,,0.52,-0.05,-0.96,28,0,-1,6169,0,4.65,,0,11.32,29,,-24.48,,,,,,,,,,,,,,,,,
72714,1.52977E+12,0.85,1.34,0.76,0.61,,,,,,,,,6150,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72734,1.52977E+12,0.85,1.34,0.77,0.61,,,0.57,-0.01,-1.12,27,-1,-1,6150,0,4.65,,0,11.1,29,,-24.48,,,,,,,,,,,,,,,,,
72754,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6132,0,,,,,,,-24.48,,,40.846088,-96.768814,22.57,0.323,1198.1,10,3,1.5,0,0,-1,0,0,0,0
72774,1.52977E+12,0.84,1.34,0.77,0.61,,,0.64,-0.05,-1.13,27,0,-1,6132,0,4.64,,0,11.01,29,,-24.48,,,,,,,,,,,,,,,,,
72794,1.52977E+12,0.84,1.34,0.77,0.61,,,,,,,,,6132,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72814,1.52977E+12,0.85,1.33,0.77,0.61,,,0.63,-0.1,-1.08,26,0,-1,6150,0,4.65,,0,10.97,29,,-24.48,,,,,,,,,,,,,,,,,
72834,1.52977E+12,0.85,1.33,0.77,0.61,,,,,,,,,6150,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72854,1.52977E+12,0.85,1.34,0.77,0.61,,,0.58,-0.02,-1.21,24,-1,0,6206,0,4.68,,0,10.97,29,,-24.48,,,40.846077,-96.768806,22.59,0.323,1198,10,3,1.5,0,0,-1,0,0,0,0
72874,1.52977E+12,0.84,1.33,0.77,0.61,,,,,,,,,6206,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72894,1.52977E+12,0.85,1.33,0.77,0.61,,,0.46,0.08,-1.12,22,-1,1,6206,0,4.68,,0,10.97,29,,-24.48,,,,,,,,,,,,,,,,,
72914,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6243,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
72934,1.52977E+12,0.85,1.34,0.77,0.61,,,0.39,0.02,-1.09,19,0,2,6243,0,4.71,,0,10.86,29,,-24.48,,,,,,,,,,,,,,,,,
72954,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6145,0,,,,,,,-24.48,,,40.846069,-96.768799,22.72,0.324,1197.9,10,3,1.5,0,0,-1,0,0,0,0
72974,1.52977E+12,0.85,1.34,0.78,0.61,,,0.31,-0.1,-1.17,17,-1,4,6145,0,2.79,,18,10.79,29,,-24.48,,,,,,,,,,,,,,,,,
72994,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6145,0,,,,,,,-24.48,,,,,,,,,,,,,,,,,
73014,1.52977E+12,0.85,1.34,0.77,0.62,,,0.26,-0.06,-1.03,13,0,4,6274,0,2.79,,65,10.75,29,,-24.48,,,,,,,,,,,,,,,,,
73034,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6274,0,,,,,,,32.2,,,,,,,,,,,,,,,,,
73054,1.52977E+12,0.85,1.34,0.78,0.62,14.54,,0.24,0,-1.13,10,0,3,6434,36.4,4.25,70,65,10.75,29,54,32.2,55,22,40.846066,-96.768791,22.76,0.325,1197.9,10,3,1.5,0,0,-1,0,0,0,0
73074,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6434,36.4,,,,,,,32.2,,,,,,,,,,,,,,,,,
73094,1.52977E+12,0.85,1.34,0.77,0.62,,,0.2,0.15,-1,8,2,3,6434,36.4,4.25,,90,11.14,29,,32.2,,,,,,,,,,,,,,,,,
73114,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6508,48.2,,,,,,,32.2,,,,,,,,,,,,,,,,,
73134,1.52977E+12,0.85,1.34,0.77,0.61,,,0.09,0.11,-0.94,5,2,3,6508,48.2,4.8,,89,12.13,29,,60,,,,,,,,,,,,,,,,,
73154,1.52977E+12,0.85,1.34,0.77,0.61,,,,,,,,,6408,40.9,,,,,,,60,,,40.846054,-96.768791,23.02,0.325,1197.8,10,3,1.5,0,0,-1,0,0,0,0
73174,1.52977E+12,0.85,1.34,0.78,0.62,,,0.02,0.16,-0.95,2,2,1,6408,40.9,3.4,,87,12.35,29,,60,,,,,,,,,,,,,,,,,
73194,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6408,40.9,,,,,,,60,,,,,,,,,,,,,,,,,
73214,1.52977E+12,0.85,1.34,0.78,0.61,,,-0.02,0.13,-0.93,-1,0,4,6417,35.5,3.39,,85,11.88,29,,60,,,,,,,,,,,,,,,,,
73234,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6417,35.5,,,,,,,60.4,,,,,,,,,,,,,,,,,
73254,1.52977E+12,0.85,1.34,0.78,0.61,,,-0.09,0.03,-1.02,-5,-1,4,6546,32.8,3.67,,85,11.88,29,,60.4,,,40.84605,-96.768784,23.52,0.326,1197.7,10,3,1.5,0,0,-1,0,0,0,0
73274,1.52977E+12,0.85,1.34,0.78,0.61,,,,,,,,,6546,32.8,,,,,,,60.4,,,,,,,,,,,,,,,,,
73294,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.21,0.06,-1.07,-7,-1,3,6546,32.8,3.67,,82,11.66,29,,60.4,,,,,,,,,,,,,,,,,
73314,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6700,29.3,,,,,,,60.4,,,,,,,,,,,,,,,,,
73334,1.52977E+12,0.85,1.34,0.77,0.62,,,-0.28,0.06,-1.02,-10,1,3,6700,29.3,3.95,,78,11.73,29,,60.52,,,,,,,,,,,,,,,,,
73354,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6805,25.3,,,,,,,60.52,,,40.846043,-96.768776,23.88,0.327,1197.7,10,3,1.5,0,0,-1,0,0,0,0
73374,1.52977E+12,0.85,1.34,0.77,0.62,,,-0.21,0.09,-1.08,-12,1,3,6805,25.3,3.78,,72,11.66,29,,60.52,,,,,,,,,,,,,,,,,
73394,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6805,25.3,,,,,,,60.52,,,,,,,,,,,,,,,,,
73414,1.52977E+12,0.85,1.34,0.79,0.62,,,-0.33,0.1,-1.07,-14,0,3,6546,25.3,3.51,,72,11.3,29,,60.52,,,,,,,,,,,,,,,,,
73434,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6546,25.3,,,,,,,59.7,,,,,,,,,,,,,,,,,
73454,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.35,0.01,-1.13,-16,0,3,6448,24.7,3.49,,72,11.3,29,,59.7,,,40.846031,-96.768761,24.11,0.327,1197.6,10,3,1.5,0,0,-1,0,0,0,0
73474,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6448,24.7,,,,,,,59.7,,,,,,,,,,,,,,,,,
73494,1.52977E+12,0.85,1.34,0.77,0.62,,,-0.37,-0.03,-1.14,-17,-1,3,6448,24.7,3.49,,73,10.97,29,,59.7,,,,,,,,,,,,,,,,,
73514,1.52977E+12,0.84,1.34,0.78,0.62,,,,,,,,,6502,24.5,,,,,,,59.7,,,,,,,,,,,,,,,,,
73534,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.4,0.03,-1.13,-18,0,3,6502,24.5,3.51,,73,11,29,,60.45,,,,,,,,,,,,,,,,,
73554,1.52977E+12,0.85,1.34,0.77,0.62,,,,,,,,,6646,22.8,,,,,,,60.45,,,40.846027,-96.768753,24.41,0.328,1197.5,10,3,1.5,0,0,-1,0,0,0,0
73574,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.46,-0.03,-1.03,-21,0,2,6646,22.8,3.59,,71,11.07,29,,60.45,,,,,,,,,,,,,,,,,
73594,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6646,22.8,,,,,,,60.45,,,,,,,,,,,,,,,,,
73614,1.52977E+12,0.85,1.34,0.78,0.61,,,-0.52,-0.06,-1.1,-24,-1,2,6826,15.4,2.7,,65,11.07,29,,60.45,,,,,,,,,,,,,,,,,
73634,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6826,15.4,,,,,,,60.4,,,,,,,,,,,,,,,,,
73654,1.52977E+12,0.85,1.34,0.77,0.62,,,-0.52,-0.1,-1.16,-27,-1,3,6901,14.7,2.75,,65,11.07,29,,60.4,,,40.846016,-96.768753,24.36,0.329,1197.4,10,3,1.5,0,0,-1,0,0,0,0
73674,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6901,14.7,,,,,,,60.4,,,,,,,,,,,,,,,,,
73694,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.65,-0.12,-1.07,-30,0,1,6901,14.7,2.75,,60,10.92,29,,60.4,,,,,,,,,,,,,,,,,
73714,1.52977E+12,0.85,1.35,0.78,0.62,,,,,,,,,6830,14.4,,,,,,,60.4,,,,,,,,,,,,,,,,,
73734,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.64,-0.11,-1.05,-32,0,2,6830,14.4,2.89,,58,10.83,29,,59.6,,,,,,,,,,,,,,,,,
73754,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6446,14.7,,,,,,,59.6,,,40.846008,-96.768745,24.08,0.329,1197.4,10,3,1.5,0,0,-1,0,0,0,0
73774,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.73,-0.04,-0.95,-35,0,1,6446,14.7,2.9,,58,11.01,29,,59.6,,,,,,,,,,,,,,,,,
73794,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6446,14.7,,,,,,,59.6,,,,,,,,,,,,,,,,,
73814,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.78,-0.08,-0.92,-37,-1,0,6112,13.5,2.82,,60,11.22,29,,59.6,,,,,,,,,,,,,,,,,
73834,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6112,13.5,,,,,,,59,,,,,,,,,,,,,,,,,
73854,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.82,-0.1,-0.9,-39,0,-2,5958,13.3,2.79,,60,11.22,29,,59,,,40.846001,-96.768745,24.23,0.33,1197.3,10,3,1.5,0,0,-1,0,0,0,0
73874,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,5958,13.3,,,,,,,59,,,,,,,,,,,,,,,,,
73894,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.85,-0.23,-0.96,-39,-1,-2,5958,13.3,2.79,,61,11.85,29,,59,,,,,,,,,,,,,,,,,
73914,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6354,13.1,,,,,,,59,,,,,,,,,,,,,,,,,
73934,1.52977E+12,0.85,1.35,0.78,0.62,,,-0.82,-0.24,-0.84,-39,-2,-2,6354,13.1,2.95,,61,12.3,29,,59.77,,,,,,,,,,,,,,,,,
73954,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6718,12.9,,,,,,,59.77,,,40.845989,-96.768738,24.1,0.331,1197.3,10,3,1.5,0,0,-1,0,0,0,0
73974,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.72,-0.18,-0.88,-41,0,0,6718,12.9,3.04,,60,12.05,29,,59.77,,,,,,,,,,,,,,,,,
73994,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6718,12.9,,,,,,,59.77,,,,,,,,,,,,,,,,,
74014,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.86,-0.22,-0.91,-41,0,-3,6590,13.9,2.95,,58,11.54,29,,59.77,,,,,,,,,,,,,,,,,
74034,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6590,13.9,,,,,,,54.67,,,,,,,,,,,,,,,,,
74054,1.52977E+12,0.85,1.34,0.78,0.62,14.55,,-0.89,-0.14,-0.94,-42,-1,-2,6437,14.4,2.89,70,58,11.54,29,54,54.67,55,22,40.845982,-96.76873,23.31,0.331,1197.2,10,3,1.5,0,0,-1,0,0,0,0
74074,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6437,14.4,,,,,,,54.67,,,,,,,,,,,,,,,,,
74094,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.86,-0.23,-1.01,-44,-2,-1,6437,14.4,2.89,,59,11.45,29,,54.67,,,,,,,,,,,,,,,,,
74114,1.52977E+12,0.85,1.35,0.78,0.62,,,,,,,,,6256,14.9,,,,,,,54.67,,,,,,,,,,,,,,,,,
74134,1.52977E+12,0.86,1.34,0.78,0.62,,,-0.93,-0.11,-0.98,-47,-2,0,6256,14.9,2.85,,60,11.66,29,,44.08,,,,,,,,,,,,,,,,,
74154,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6125,18,,,,,,,44.08,,,40.84597,-96.76873,23.07,0.332,1197.1,10,3,1.5,0,0,-1,0,0,0,0
74174,1.52977E+12,0.85,1.34,0.78,0.62,,,-1.05,-0.11,-0.86,-49,-3,-3,6125,18,2.84,,63,11.79,29,,44.08,,,,,,,,,,,,,,,,,
74194,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6125,18,,,,,,,44.08,,,,,,,,,,,,,,,,,
74214,1.52977E+12,0.84,1.34,0.78,0.62,,,-1.09,-0.11,-0.77,-52,-2,-3,6089,17.9,3.01,,65,11.66,29,,44.08,,,,,,,,,,,,,,,,,
74234,1.52977E+12,0.86,1.34,0.78,0.62,,,,,,,,,6089,17.9,,,,,,,54.27,,,,,,,,,,,,,,,,,
74254,1.52977E+12,0.85,1.34,0.78,0.62,,,-1.14,-0.16,-0.87,-53,-2,-2,6067,19.2,3.12,,65,11.66,29,,54.27,,,40.845962,-96.76873,22.87,0.333,1197.1,10,3,1.5,0,0,-1,0,0,0,0
74274,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6067,19.2,,,,,,,54.27,,,,,,,,,,,,,,,,,
74294,1.52977E+12,0.86,1.34,0.78,0.62,,,-1.11,-0.22,-1.08,-53,-4,-2,6067,19.2,3.12,,67,11.47,29,,54.27,,,,,,,,,,,,,,,,,
74314,1.52977E+12,0.85,1.35,0.78,0.62,,,,,,,,,6112,19.6,,,,,,,54.27,,,,,,,,,,,,,,,,,
74334,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.93,-0.26,-1.14,-52,-3,-3,6112,19.6,3.25,,68,11.38,29,,54.73,,,,,,,,,,,,,,,,,
74354,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6203,25.1,,,,,,,54.73,,,40.845951,-96.76873,22.59,0.333,1197,10,3,1.5,0,0,-1,0,0,0,0
74374,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.79,-0.15,-1.19,-51,-2,-3,6203,25.1,3.54,,72,11.36,29,,54.73,,,,,,,,,,,,,,,,,
74394,1.52977E+12,0.85,1.34,0.79,0.62,,,,,,,,,6203,25.1,,,,,,,54.73,,,,,,,,,,,,,,,,,
74414,1.52977E+12,0.85,1.34,0.79,0.62,,,-0.8,-0.17,-1.14,-48,-1,-3,6346,30.1,3.78,,75,11.42,29,,54.73,,,,,,,,,,,,,,,,,
74434,1.52977E+12,0.86,1.34,0.78,0.62,,,,,,,,,6346,30.1,,,,,,,34.55,,,,,,,,,,,,,,,,,
74454,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.74,-0.05,-1.09,-45,-1,-4,6521,29,3.94,,75,11.42,29,,34.55,,,40.845943,-96.76873,22.31,0.334,1196.9,10,3,1.5,0,0,-1,0,0,0,0
74474,1.52977E+12,0.85,1.35,0.78,0.62,,,,,,,,,6521,29,,,,,,,34.55,,,,,,,,,,,,,,,,,
74494,1.52977E+12,0.85,1.34,0.78,0.62,,,-0.75,-0.1,-1.16,-42,0,-4,6521,29,3.94,,76,11.66,29,,34.55,,,,,,,,,,,,,,,,,
74514,1.52977E+12,0.85,1.34,0.78,0.62,,,,,,,,,6779,30.6,,,,,,,34.55,,,,,,,,,,,,,,,,,
